example_id,stratum,position,offset,timestep,corruption_level,n_corrupted_predecessors,clean_token,proposed_token,verifier_token,accepted,entropy,normalized_entropy,top1_probability,top1_top2_margin,effective_support,existing_draftability_score,teacher_entropy,corrupt_entropy
w0059r3,FULL,126,8,1.0,1,6,641,641,641,1,3.5679,0.287213,0.29086,0.144606,35.4421,1.916834,1.646215,9.228649
w0060r0,FULL,120,2,1.0,1,0,303,9977,852,0,5.174264,0.416524,0.097802,0.011492,176.6665,1.856876,4.696677,6.621378
w0060r0,FULL,121,3,1.0,1,1,4542,1116,279,0,4.530135,0.364673,0.188157,0.074034,92.7711,1.849108,3.188071,7.67614
w0060r0,FULL,122,4,1.0,1,2,314,279,314,0,4.221093,0.339795,0.287097,0.167417,68.1079,1.986302,0.073935,7.21901
w0060r0,FULL,123,5,1.0,1,3,31607,279,31607,0,3.507349,0.282339,0.414072,0.342117,33.3597,1.944021,1.797399,6.585471
w0060r0,FULL,124,6,1.0,1,4,4970,279,5820,0,3.591701,0.289129,0.353724,0.238887,36.2958,1.880746,4.914003,7.204751
w0060r0,FULL,125,7,1.0,1,5,7481,279,7481,0,3.727073,0.300027,0.285705,0.132778,41.5573,1.969106,3.985354,7.865336
w0060r0,FULL,126,8,1.0,1,6,310,279,1083,0,3.682014,0.296399,0.299362,0.139125,39.7263,1.971463,1.657803,6.686048
w0060r1,FULL,120,2,1.0,1,0,314,1116,4383,0,2.868595,0.23092,0.133074,0.015637,17.6123,1.260664,2.938345,5.857136
w0060r1,FULL,121,3,1.0,1,1,279,4661,279,0,2.099826,0.169034,0.59057,0.510645,8.1647,1.94393,1.341709,6.70947
w0060r1,FULL,122,4,1.0,1,2,7094,279,1007,0,3.752612,0.302083,0.219192,0.108975,42.6323,1.94062,1.339498,7.233951
w0060r1,FULL,123,5,1.0,1,3,1116,220,641,0,4.648989,0.37424,0.104842,0.0,104.4793,1.649648,2.309835,7.097183
w0060r1,FULL,124,6,1.0,1,4,4661,641,4661,0,3.628799,0.292116,0.314581,0.218639,37.6676,1.949586,1.443798,6.270178
w0060r1,FULL,125,7,1.0,1,5,11132,641,561,0,3.366218,0.270978,0.339945,0.222463,28.9688,1.826133,5.672212,7.922688
w0060r1,FULL,126,8,1.0,1,6,28120,641,28120,0,3.347241,0.26945,0.326688,0.213788,28.4242,1.956017,2.99985,6.054585
w0060r2,FULL,120,2,1.0,1,0,1844,1844,1844,1,2.546805,0.205016,0.450973,0.285069,12.7662,1.788353,3.292505,6.238475
w0060r2,FULL,121,3,1.0,1,1,220,31941,220,0,2.591813,0.208639,0.380406,0.240462,13.354,1.885134,0.663323,7.462816
w0060r2,FULL,122,4,1.0,1,2,16,31941,16,0,2.607188,0.209877,0.298538,0.174089,13.5609,1.979945,0.57752,7.510101
w0060r2,FULL,123,5,1.0,1,3,15,506,15,0,2.485123,0.200051,0.27513,0.060859,12.0026,1.992495,0.441894,7.744383
w0060r2,FULL,124,6,1.0,1,4,6052,506,6052,0,2.73051,0.219804,0.28272,0.111241,15.3407,1.807996,1.00958,7.78263
w0060r2,FULL,125,7,1.0,1,5,506,506,506,1,3.594617,0.289364,0.158164,0.018585,36.4018,1.733573,1.071957,7.999501
w0060r2,FULL,126,8,1.0,1,6,83828,279,83828,0,3.982307,0.320573,0.108997,0.006604,53.6407,1.951569,4.294564,7.781887
w0060r3,FULL,120,2,1.0,1,0,21,22,22,1,2.319635,0.186729,0.142682,0.016766,10.172,1.899633,2.364609,6.901731
w0060r3,FULL,121,3,1.0,1,1,18,22,18,0,2.412261,0.194185,0.240461,0.094614,11.1592,1.959868,2.504376,6.531116
w0060r3,FULL,122,4,1.0,1,2,52269,22293,22293,1,4.562099,0.367246,0.281897,0.235879,95.7843,1.934759,3.661112,5.003898
w0060r3,FULL,123,5,1.0,1,3,22293,22293,55666,0,4.825427,0.388443,0.197293,0.137122,124.6397,1.940557,1.628544,8.176243
w0060r3,FULL,124,6,1.0,1,4,1116,22293,1116,0,4.52746,0.364457,0.231797,0.115242,92.5233,1.844762,1.929439,7.89207
w0060r3,FULL,125,7,1.0,1,5,998,22293,998,0,4.070047,0.327636,0.275258,0.127923,58.5597,1.917996,3.319893,8.146295
w0060r3,FULL,126,8,1.0,1,6,26533,22293,21711,0,3.643256,0.293279,0.214436,0.057551,38.2161,1.968669,4.27249,8.748598
w0061r0,FULL,120,2,1.0,1,0,57977,1018,8853,0,3.943257,0.317429,0.204561,0.063969,51.5863,1.925897,2.794802,5.032113
w0061r0,FULL,121,3,1.0,1,1,9250,1018,9250,0,4.145161,0.333682,0.178197,0.094023,63.1278,1.991966,0.163071,7.064531
w0061r0,FULL,122,4,1.0,1,2,1048,279,1018,0,3.504219,0.282087,0.298468,0.181587,33.2554,1.802252,4.554432,8.04674
w0061r0,FULL,123,5,1.0,1,3,7246,279,30477,0,3.64849,0.293701,0.209271,0.074156,38.4166,1.941209,4.992745,5.705782
w0061r0,FULL,124,6,1.0,1,4,279,279,279,1,3.778737,0.304186,0.242004,0.085755,43.7607,1.925995,1.84632,8.814135
w0061r0,FULL,125,7,1.0,1,5,7234,279,4383,0,4.141978,0.333426,0.317272,0.258582,62.9272,1.900514,3.145251,7.649827
w0061r0,FULL,126,8,1.0,1,6,1406,279,1852,0,4.380863,0.352656,0.272142,0.194172,79.907,1.888639,4.681782,8.839294
w0061r1,FULL,120,2,1.0,1,0,310,264,9514,0,4.797266,0.386176,0.116662,0.06803,121.1787,1.747647,3.035801,5.627005
w0061r1,FULL,121,3,1.0,1,1,279,9897,279,0,4.785402,0.385221,0.072311,0.019407,119.7495,1.873307,0.529652,6.377967
w0061r1,FULL,122,4,1.0,1,2,9897,1116,9514,0,3.84018,0.309132,0.16147,0.018973,46.5338,1.970817,2.182091,7.828546
w0061r1,FULL,123,5,1.0,1,3,321,1116,321,0,3.712574,0.298859,0.206783,0.04574,40.9591,1.796641,2.572861,7.549398
w0061r1,FULL,124,6,1.0,1,4,9257,1116,14208,0,4.203027,0.338341,0.158404,0.035039,66.8885,1.999294,3.922355,2.634643
w0061r1,FULL,125,7,1.0,1,5,3055,1116,1472,0,4.436258,0.357116,0.146283,0.03926,84.4583,1.892693,3.030065,6.195051
w0061r1,FULL,126,8,1.0,1,6,279,1116,279,0,4.472168,0.360006,0.154982,0.048465,87.5463,1.936025,2.102375,8.081902
w0061r2,FULL,120,2,1.0,1,0,52467,641,52467,0,4.360767,0.351039,0.199413,0.023432,78.3172,1.974618,0.336439,5.476392
w0061r2,FULL,121,3,1.0,1,1,43563,641,43563,0,2.72509,0.219368,0.324352,0.114935,15.2578,1.945855,0.331033,6.619442
w0061r2,FULL,122,4,1.0,1,2,552,641,552,0,4.375152,0.352197,0.17385,0.010533,79.4519,1.996127,0.038556,6.407267
w0061r2,FULL,123,5,1.0,1,3,383,641,641,1,5.225612,0.420658,0.12413,0.014586,185.9749,1.872208,2.335996,6.973265
w0061r2,FULL,124,6,1.0,1,4,264,641,279,0,5.215896,0.419876,0.142946,0.016797,184.1767,1.865323,2.612996,4.302901
w0061r2,FULL,125,7,1.0,1,5,3349,641,7097,0,4.866697,0.391766,0.172563,0.020277,129.8912,1.79274,5.756001,7.115249
w0061r2,FULL,126,8,1.0,1,6,20952,641,4034,0,4.918305,0.39592,0.157244,0.009527,136.7706,1.842373,4.30418,6.717027
w0061r3,FULL,120,2,1.0,1,0,48230,1801,1801,1,4.82946,0.388768,0.091912,0.0,125.1434,1.6916,4.73579,6.485802
w0061r3,FULL,121,3,1.0,1,1,321,310,1056,0,2.418993,0.194727,0.612306,0.56509,11.2345,1.927002,0.433543,4.039968
w0061r3,FULL,122,4,1.0,1,2,52995,279,777,0,4.435912,0.357088,0.277604,0.175479,84.4291,1.850541,3.616555,5.673623
w0061r3,FULL,123,5,1.0,1,3,506,279,777,0,4.82842,0.388684,0.217882,0.162792,125.0132,1.987023,3.135263,5.514001
w0061r3,FULL,124,6,1.0,1,4,264,279,449,0,4.796676,0.386129,0.192274,0.125826,121.1071,1.986867,1.613076,7.269848
w0061r3,FULL,125,7,1.0,1,5,6826,641,220,0,3.225931,0.259685,0.285963,0.132898,25.177,1.948499,3.365614,4.878252
w0061r3,FULL,126,8,1.0,1,6,8937,279,8937,0,4.749517,0.382333,0.252057,0.179842,115.5285,1.982324,0.400494,7.742858
w0062r0,FULL,120,2,1.0,1,0,5319,59505,5319,0,4.386729,0.353128,0.245628,0.087039,80.3771,1.8786,3.727323,5.910031
w0062r0,FULL,121,3,1.0,1,1,359,4523,4523,1,5.163923,0.415692,0.063576,0.0,174.8491,1.887386,4.362594,5.438529
w0062r0,FULL,122,4,1.0,1,2,82,279,82,0,4.330646,0.348614,0.282456,0.196312,75.9933,1.997202,0.253766,6.840461
w0062r0,FULL,123,5,1.0,1,3,58613,279,22506,0,3.809271,0.306644,0.312668,0.164974,45.1175,1.857213,4.427355,7.615668
w0062r0,FULL,124,6,1.0,1,4,369,279,11690,0,4.555954,0.366751,0.22516,0.111942,95.1975,1.895383,4.175907,8.684273
w0062r0,FULL,125,7,1.0,1,5,6141,279,6141,0,4.052277,0.326205,0.264594,0.154295,57.5283,1.856926,4.420141,6.925866
w0062r0,FULL,126,8,1.0,1,6,1116,279,383,0,4.447887,0.358052,0.180658,0.089817,85.4462,1.964368,3.618618,5.288264
w0062r1,FULL,120,2,1.0,1,0,311,310,311,0,3.071429,0.247248,0.272477,0.085207,21.5727,1.910954,3.166707,6.719985
w0062r1,FULL,121,3,1.0,1,1,554,310,41218,0,2.028986,0.163332,0.547458,0.346059,7.6064,1.99115,0.348379,5.157571
w0062r1,FULL,122,4,1.0,1,2,12,310,6028,0,2.411682,0.194139,0.453271,0.239161,11.1527,1.799583,2.708498,6.305577
w0062r1,FULL,123,5,1.0,1,3,31,310,59398,0,2.85759,0.230034,0.292438,0.115065,17.4195,1.887342,2.955312,7.621881
w0062r1,FULL,124,6,1.0,1,4,6028,641,12,0,3.197555,0.257401,0.232845,0.072813,24.4726,1.674886,4.3508,6.996999
w0062r1,FULL,125,7,1.0,1,5,13699,641,303,0,3.563008,0.28682,0.219907,0.02584,35.2691,1.885013,2.365363,7.171627
w0062r1,FULL,126,8,1.0,1,6,13375,641,303,0,3.215972,0.258883,0.276055,0.086325,24.9275,1.936782,1.933135,5.900255
w0062r2,FULL,120,2,1.0,1,0,310,364,310,0,2.952416,0.237667,0.188585,0.058973,19.1522,1.901111,0.40126,6.518302
w0062r2,FULL,121,3,1.0,1,1,279,279,279,1,4.145471,0.333707,0.329782,0.272474,63.1474,1.929871,1.412989,6.494098
w0062r2,FULL,122,4,1.0,1,2,74046,279,55027,0,5.998333,0.482861,0.048892,0.010815,402.7568,1.978407,4.861033,6.998214
w0062r2,FULL,123,5,1.0,1,3,314,279,314,0,5.735659,0.461716,0.10509,0.068772,309.717,1.98204,0.150171,8.012166
w0062r2,FULL,124,6,1.0,1,4,27832,279,23698,0,5.689921,0.458034,0.103259,0.047989,295.8702,1.941628,4.714398,5.625085
w0062r2,FULL,125,7,1.0,1,5,90675,279,90675,0,5.907868,0.475579,0.104872,0.058335,367.9209,1.999461,0.011337,8.974891
w0062r2,FULL,126,8,1.0,1,6,30217,279,30217,0,5.972528,0.480784,0.110266,0.054821,392.4965,1.96293,3.227383,8.920992
w0062r3,FULL,120,2,1.0,1,0,264,264,264,1,1.160568,0.093425,0.642786,0.406318,3.1917,1.794352,1.132809,6.169781
w0062r3,FULL,121,3,1.0,1,1,6990,6990,6990,1,3.361935,0.270633,0.428169,0.38304,28.845,1.937263,3.023944,6.541424
w0062r3,FULL,122,4,1.0,1,2,2980,6990,2394,0,3.041089,0.244805,0.313709,0.036862,20.928,1.808932,1.777811,6.338685
w0062r3,FULL,123,5,1.0,1,3,1024,2394,220,0,2.642991,0.212759,0.51005,0.409615,14.0552,1.885019,3.100983,6.5453
w0062r3,FULL,124,6,1.0,1,4,4688,2394,220,0,3.136853,0.252514,0.368086,0.262628,23.0313,1.878143,4.161299,7.887399
w0062r3,FULL,125,7,1.0,1,5,13626,2394,7766,0,3.509027,0.282474,0.246942,0.156097,33.4158,1.978113,2.254154,8.04773
w0062r3,FULL,126,8,1.0,1,6,4879,2394,7766,0,3.654884,0.294215,0.225633,0.131575,38.663,1.984834,0.295733,6.450227
w0063r0,FULL,120,2,1.0,1,0,1330,220,220,1,2.616226,0.210604,0.34028,0.158141,13.684,1.99865,3.028184,3.274862
w0063r0,FULL,121,3,1.0,1,1,52602,14326,52602,0,4.024596,0.323977,0.134558,0.015811,55.9577,1.951966,2.218055,6.170702
w0063r0,FULL,122,4,1.0,1,2,14326,14326,14326,1,3.390237,0.272912,0.220821,0.069053,29.673,1.9695,0.906184,6.500561
w0063r0,FULL,123,5,1.0,1,3,278,1116,278,0,2.529454,0.203619,0.532977,0.414054,12.5466,1.999295,0.019083,7.528892
w0063r0,FULL,124,6,1.0,1,4,880,1116,880,0,2.496179,0.200941,0.525216,0.392421,12.136,1.999856,0.002201,7.759583
w0063r0,FULL,125,7,1.0,1,5,430,1116,1116,1,2.897142,0.233218,0.444045,0.316824,18.1223,1.950451,1.267395,9.404592
w0063r0,FULL,126,8,1.0,1,6,1575,1116,1575,0,3.106355,0.250059,0.413374,0.29494,22.3395,1.875543,1.613941,8.413549
w0063r1,FULL,120,2,1.0,1,0,1116,641,641,1,2.325198,0.187177,0.450351,0.284676,10.2287,1.545022,1.917624,6.984768
w0063r1,FULL,121,3,1.0,1,1,1691,561,321,0,4.624258,0.372249,0.228327,0.158692,101.9271,1.847771,4.000268,6.721957
w0063r1,FULL,122,4,1.0,1,2,310,561,2599,0,6.239668,0.502289,0.100232,0.006073,512.6885,1.996014,1.396702,2.85138
w0063r1,FULL,123,5,1.0,1,3,279,279,279,1,6.514867,0.524442,0.07476,0.012782,675.1044,1.931228,1.064474,7.561815
w0063r1,FULL,124,6,1.0,1,4,54716,279,509,0,5.987205,0.481966,0.165275,0.120792,398.2997,1.999248,3.789346,3.326791
w0063r1,FULL,125,7,1.0,1,5,1068,279,5212,0,5.359811,0.431461,0.21593,0.154065,212.6847,1.998965,0.726287,9.473451
w0063r1,FULL,126,8,1.0,1,6,2936,279,2936,0,5.156218,0.415072,0.23428,0.167158,173.5069,1.980213,2.36429,4.259461
w0063r2,FULL,120,2,1.0,1,0,6350,557,11395,0,5.845182,0.470533,0.09233,0.028873,345.5654,1.411944,4.662867,5.372199
w0063r2,FULL,121,3,1.0,1,1,11395,557,11395,0,5.797615,0.466704,0.057186,0.009777,329.5128,1.99119,0.286013,6.20306
w0063r2,FULL,122,4,1.0,1,2,13730,279,66491,0,5.502075,0.442913,0.251962,0.199148,245.2001,1.757816,5.344615,7.354848
w0063r2,FULL,123,5,1.0,1,3,321,279,17803,0,5.589404,0.449943,0.229477,0.181376,267.576,1.936628,4.00635,5.680688
w0063r2,FULL,124,6,1.0,1,4,22248,279,279,1,5.28128,0.425139,0.248007,0.181257,196.6214,1.90362,5.162246,5.003333
w0063r2,FULL,125,7,1.0,1,5,51350,279,24072,0,5.218959,0.420122,0.255668,0.191025,184.7417,1.885998,4.498953,8.046859
w0063r2,FULL,126,8,1.0,1,6,13496,279,91215,0,5.140499,0.413806,0.210507,0.133066,170.801,1.852673,4.876464,7.50455
w0063r3,FULL,120,2,1.0,1,0,82,279,82,0,4.712515,0.379354,0.127218,0.054731,111.3318,1.995595,0.609729,4.520701
w0063r3,FULL,121,3,1.0,1,1,3364,279,23167,0,5.115455,0.41179,0.121072,0.056267,166.5765,1.887047,5.135175,5.745701
w0063r3,FULL,122,4,1.0,1,2,303,1116,303,0,4.729392,0.380713,0.103247,0.022838,113.2267,1.977134,1.828318,7.175961
w0063r3,FULL,123,5,1.0,1,3,279,1116,279,0,4.018219,0.323464,0.239445,0.139629,55.602,1.980295,1.025025,7.348258
w0063r3,FULL,124,6,1.0,1,4,1852,1116,7796,0,4.201257,0.338198,0.216142,0.085045,66.7702,1.980898,2.305417,7.808632
w0063r3,FULL,125,7,1.0,1,5,557,1116,557,0,4.31666,0.347488,0.206275,0.064504,74.938,1.992052,2.156461,4.930842
w0063r3,FULL,126,8,1.0,1,6,1048,1116,310,0,4.150978,0.334151,0.24342,0.113127,63.496,1.978359,4.625082,3.761936
w0064r0,FULL,120,2,1.0,1,0,1066,328,328,1,2.977915,0.23972,0.341049,0.134192,19.6468,1.790945,4.644618,6.292217
w0064r0,FULL,121,3,1.0,1,1,1518,561,430,0,6.067984,0.488468,0.182291,0.126695,431.8093,1.974143,1.339934,7.451079
w0064r0,FULL,122,4,1.0,1,2,781,328,279,0,6.32256,0.508961,0.041014,0.002485,556.9973,1.932152,2.450846,6.040085
w0064r0,FULL,123,5,1.0,1,3,998,328,998,0,5.299032,0.426568,0.128574,0.040207,200.143,1.976854,2.070586,5.74672
w0064r0,FULL,124,6,1.0,1,4,7190,328,6349,0,5.226551,0.420734,0.173548,0.105586,186.1497,1.91347,2.953715,5.767387
w0064r0,FULL,125,7,1.0,1,5,539,328,641,0,5.260876,0.423497,0.16949,0.098836,192.6501,1.970622,1.136872,8.850299
w0064r0,FULL,126,8,1.0,1,6,264,328,74170,0,5.159961,0.415373,0.183122,0.11141,174.1577,1.964669,3.278,9.230078
w0064r1,FULL,120,2,1.0,1,0,17708,975,279,0,4.835529,0.389257,0.0774,0.004689,125.9052,1.417041,3.189016,4.931931
w0064r1,FULL,121,3,1.0,1,1,15203,641,4257,0,3.711943,0.298809,0.106693,0.0,40.9333,1.960668,5.10312,6.850529
w0064r1,FULL,122,4,1.0,1,2,2790,641,8842,0,2.805833,0.225868,0.210014,0.046455,16.5409,1.957808,2.659939,6.378572
w0064r1,FULL,123,5,1.0,1,3,641,279,321,0,3.451084,0.27781,0.180311,0.039885,31.5346,1.913522,3.330777,8.587616
w0064r1,FULL,124,6,1.0,1,4,8490,279,695,0,3.821651,0.30764,0.209053,0.074078,45.6795,1.838122,3.540037,7.306526
w0064r1,FULL,125,7,1.0,1,5,34463,279,34463,0,4.130023,0.332464,0.240691,0.140356,62.1794,1.998491,0.026564,5.545883
w0064r1,FULL,126,8,1.0,1,6,4545,641,4545,0,4.004765,0.322381,0.171638,0.020168,54.8589,1.887995,2.768461,7.774617
w0064r2,FULL,120,2,1.0,1,0,321,5154,321,0,3.62805,0.292055,0.219389,0.101958,37.6393,1.936696,2.040088,4.94855
w0064r2,FULL,121,3,1.0,1,1,12534,641,12534,0,2.553811,0.20558,0.38895,0.245863,12.856,1.987151,0.69147,7.603194
w0064r2,FULL,122,4,1.0,1,2,4562,561,5154,0,4.704121,0.378678,0.229747,0.133974,110.4012,1.979452,1.689396,7.189132
w0064r2,FULL,123,5,1.0,1,3,641,561,641,0,6.179878,0.497476,0.076114,0.013013,482.9329,1.965711,1.886149,7.513994
w0064r2,FULL,124,6,1.0,1,4,27532,369,561,0,6.038367,0.486084,0.063841,0.007502,419.2078,1.919703,4.27072,6.852098
w0064r2,FULL,125,7,1.0,1,5,3884,279,3884,0,5.836455,0.46983,0.071006,0.0,342.5629,1.988459,0.284763,7.944552
w0064r2,FULL,126,8,1.0,1,6,1381,641,1542,0,5.83764,0.469926,0.083241,0.014232,342.9689,1.974143,3.34928,4.830933
w0064r3,FULL,120,2,1.0,1,0,2832,1116,279,0,3.293011,0.265085,0.3772,0.246843,26.9238,1.777531,3.585241,7.180298
w0064r3,FULL,121,3,1.0,1,1,13,1116,13,0,2.563427,0.206354,0.442356,0.298744,12.9802,1.992118,0.873814,7.516157
w0064r3,FULL,122,4,1.0,1,2,25036,321,25036,0,5.244601,0.422187,0.111383,0.019043,189.5402,1.97902,1.136453,7.112792
w0064r3,FULL,123,5,1.0,1,3,20832,1116,20832,0,5.39394,0.434208,0.114675,0.049335,220.0688,1.999387,0.016268,7.281271
w0064r3,FULL,124,6,1.0,1,4,682,1116,628,0,4.315219,0.347372,0.26328,0.166425,74.83,1.940396,4.304428,4.837375
w0064r3,FULL,125,7,1.0,1,5,29592,1116,8826,0,4.529222,0.364599,0.22382,0.141481,92.6864,1.98558,3.796696,6.188551
w0064r3,FULL,126,8,1.0,1,6,9605,1116,279,0,4.096777,0.329788,0.244968,0.165439,60.1461,1.946244,4.439538,7.325581
w0065r0,FULL,120,2,1.0,1,0,641,328,328,1,1.803741,0.1452,0.364195,0.143299,6.0723,1.798062,1.746345,4.308787
w0065r0,FULL,121,3,1.0,1,1,328,321,328,0,2.228238,0.179372,0.477333,0.301732,9.2835,1.86922,0.398948,4.505516
w0065r0,FULL,122,4,1.0,1,2,357,321,271,0,5.124488,0.412518,0.094011,0.011047,168.0881,1.809824,4.543343,5.203022
w0065r0,FULL,123,5,1.0,1,3,6562,561,6562,0,6.501561,0.523371,0.061522,0.013609,666.1808,1.783575,6.094003,7.045342
w0065r0,FULL,124,6,1.0,1,4,33891,279,11315,0,6.85684,0.551971,0.049654,0.017595,950.3593,1.960625,3.193479,5.975809
w0065r0,FULL,125,7,1.0,1,5,303,279,1018,0,6.544039,0.52679,0.073018,0.031414,695.0886,1.948905,4.362931,6.097821
w0065r0,FULL,126,8,1.0,1,6,279,539,279,0,2.913992,0.234574,0.427071,0.304713,18.4302,1.794291,3.942445,4.745505
w0065r1,FULL,120,2,1.0,1,0,310,220,310,0,4.555248,0.366694,0.128216,0.040095,95.1304,1.98887,0.748246,5.314899
w0065r1,FULL,121,3,1.0,1,1,9892,1116,279,0,1.191467,0.095912,0.777515,0.713693,3.2919,1.881066,3.747141,6.49563
w0065r1,FULL,122,4,1.0,1,2,314,769,314,0,2.812887,0.226435,0.32726,0.172673,16.6579,1.552142,2.119817,5.116824
w0065r1,FULL,123,5,1.0,1,3,24489,769,24489,0,3.045368,0.24515,0.392086,0.22864,21.0178,1.944554,3.137238,7.925261
w0065r1,FULL,124,6,1.0,1,4,310,279,310,0,3.884816,0.312725,0.176934,0.0,48.658,1.8989,1.292037,8.523266
w0065r1,FULL,125,7,1.0,1,5,5099,279,5099,0,4.0564,0.326537,0.192116,0.022574,57.766,1.995185,1.815825,8.622478
w0065r1,FULL,126,8,1.0,1,6,9608,279,9608,0,4.085037,0.328843,0.2131,0.066639,59.4442,1.990625,1.692994,9.37743
w0065r2,FULL,120,2,1.0,1,0,17,7300,16,0,4.255831,0.342591,0.240894,0.162687,70.5154,1.997337,1.895525,2.257432
w0065r2,FULL,121,3,1.0,1,1,17553,1116,7300,0,2.976771,0.239628,0.368952,0.115375,19.6244,1.927795,3.915519,4.96176
w0065r2,FULL,122,4,1.0,1,2,29611,1116,29611,0,3.431565,0.276238,0.401132,0.278794,30.925,1.98481,2.29145,5.250366
w0065r2,FULL,123,5,1.0,1,3,1116,279,1116,0,4.449451,0.358178,0.249781,0.163459,85.5799,1.921446,0.988592,7.119363
w0065r2,FULL,124,6,1.0,1,4,424,279,279,1,5.005221,0.402917,0.203692,0.133298,149.19,1.84304,4.004599,7.337957
w0065r2,FULL,125,7,1.0,1,5,557,279,3738,0,4.725102,0.380367,0.234756,0.158542,112.7421,1.976531,1.81679,7.935202
w0065r2,FULL,126,8,1.0,1,6,12539,279,328,0,4.888241,0.3935,0.231507,0.172973,132.7199,1.845199,4.603062,7.701947
w0065r3,FULL,120,2,1.0,1,0,695,271,271,1,4.086396,0.328952,0.224773,0.04972,59.525,1.954307,4.421933,3.351843
w0065r3,FULL,121,3,1.0,1,1,248044,760,561,0,6.375174,0.513197,0.153668,0.08108,587.0873,1.82642,5.934459,6.236817
w0065r3,FULL,122,4,1.0,1,2,561,279,2,0,6.705927,0.539822,0.099445,0.062861,817.2355,1.91317,6.959595,7.266428
w0065r3,FULL,123,5,1.0,1,3,11247,279,11247,0,5.048461,0.406397,0.251867,0.208099,155.7825,1.691818,7.728387,8.090222
w0065r3,FULL,124,6,1.0,1,4,318,279,369,0,5.114125,0.411683,0.235471,0.186113,166.3552,1.838003,3.614496,7.562544
w0065r3,FULL,125,7,1.0,1,5,440,279,429,0,5.202771,0.418819,0.210171,0.157032,181.7753,1.600215,6.08383,8.416046
w0065r3,FULL,126,8,1.0,1,6,220,279,264,0,5.006186,0.402994,0.214792,0.153253,149.3342,1.77758,3.108061,6.469794
w0066r0,FULL,120,2,1.0,1,0,321,1116,1116,1,1.82561,0.14696,0.394274,0.087213,6.2066,1.254481,2.102311,5.143212
w0066r0,FULL,121,3,1.0,1,1,11006,694,11128,0,4.163057,0.335123,0.155165,0.018232,64.2677,1.929296,4.906459,6.088803
w0066r0,FULL,122,4,1.0,1,2,859,694,859,0,4.561708,0.367214,0.171204,0.067364,95.7469,1.998837,0.009661,7.755111
w0066r0,FULL,123,5,1.0,1,3,394,10452,394,0,4.641897,0.373669,0.206126,0.102479,103.7409,1.996108,0.009838,7.593716
w0066r0,FULL,124,6,1.0,1,4,33983,557,33983,0,4.862343,0.391415,0.116658,0.031309,129.3268,1.997191,0.061508,7.460687
w0066r0,FULL,125,7,1.0,1,5,4729,1116,4729,0,4.519164,0.363789,0.177519,0.055512,91.7589,1.991611,0.132684,6.591234
w0066r0,FULL,126,8,1.0,1,6,16970,1116,557,0,4.411234,0.355101,0.184264,0.102498,82.3711,1.960428,4.565763,7.99279
w0066r1,FULL,120,2,1.0,1,0,2261,279,948,0,4.359797,0.35096,0.164521,0.044155,78.2413,1.965107,2.384823,7.65067
w0066r1,FULL,121,3,1.0,1,1,264,279,264,0,4.663096,0.375376,0.250036,0.116201,105.9637,1.953744,1.886666,7.218115
w0066r1,FULL,122,4,1.0,1,2,5492,279,5492,0,4.80514,0.38681,0.228393,0.127044,122.1367,1.883502,3.274784,8.693384
w0066r1,FULL,123,5,1.0,1,3,314,1116,314,0,4.748079,0.382217,0.162039,0.035843,115.3625,1.980725,0.211359,7.885974
w0066r1,FULL,124,6,1.0,1,4,11416,1116,561,0,4.314692,0.34733,0.217049,0.085402,74.7906,1.918545,5.214904,6.41173
w0066r1,FULL,125,7,1.0,1,5,84673,1116,84673,0,4.245828,0.341786,0.213373,0.075609,69.8136,1.998544,0.037611,8.411015
w0066r1,FULL,126,8,1.0,1,6,12458,1116,12458,0,4.324432,0.348114,0.194249,0.060744,75.5226,1.996762,0.027163,8.056958
w0066r2,FULL,120,2,1.0,1,0,4902,220,544,0,8.145905,0.655739,0.071668,0.048401,3449.2241,1.979163,2.988721,7.375487
w0066r2,FULL,121,3,1.0,1,1,57874,314,5728,0,5.628292,0.453073,0.20257,0.128049,278.1866,1.845633,6.820846,8.135681
w0066r2,FULL,122,4,1.0,1,2,2082,279,314,0,5.517638,0.444166,0.170637,0.103815,249.0461,1.968196,4.871335,2.203733
w0066r2,FULL,123,5,1.0,1,3,4082,279,557,0,5.588008,0.449831,0.151116,0.105028,267.2028,1.92868,4.366313,6.988949
w0066r2,FULL,124,6,1.0,1,4,279,279,279,1,5.320617,0.428306,0.209482,0.156517,204.51,1.95217,1.952985,4.953612
w0066r2,FULL,125,7,1.0,1,5,3238,279,48654,0,5.357251,0.431255,0.196284,0.136421,212.141,1.95841,2.200207,4.816448
w0066r2,FULL,126,8,1.0,1,6,1867,279,1867,0,5.507886,0.443381,0.155763,0.086644,246.6292,1.996575,0.310103,5.613082
w0066r3,FULL,120,2,1.0,1,0,14471,8983,58443,0,6.648347,0.535187,0.042495,0.0094,771.5079,1.979482,6.50773,3.36742
w0066r3,FULL,121,3,1.0,1,1,64437,314,82,0,4.007514,0.322602,0.262632,0.153151,55.0099,1.806407,2.838642,5.541535
w0066r3,FULL,122,4,1.0,1,2,641,641,1116,0,3.703798,0.298153,0.207914,0.055801,40.6012,1.606666,1.819978,7.36748
w0066r3,FULL,123,5,1.0,1,3,733,641,271,0,3.101375,0.249658,0.274968,0.085986,22.2285,1.751663,4.70102,5.765756
